HouseIdentifier, CoordX, CoordY, Security, Value, NumBurglaries
193982, -110.95750336218155,32.23985205134267,false, 102512,0
193999, -110.95866784922933,32.239849562602,false, 44543,0
194001, -110.95883388762644,32.23984894468698,false, 106278,0
194006, -110.95899996396844,32.239848295866544,false, 27021,0
194028, -110.95833834344313,32.2398428000055,false, 86972,0
194029, -110.95973665586325,32.23984564113899,false, 78127,0
194033, -110.95990186108484,32.239843374337745,false, 20000,0
194036, -110.96006210462711,32.23984458278985,false, 97786,0
194095, -110.96167363951587,32.23982795335589,false, 146995,0
194097, -110.96185613136029,32.23982982692265,false, 91989,0
194099, -110.96203335014754,32.2398290882374,false, 74675,0
194100, -110.96222317092537,32.23982913044367,false, 72783,0
194104, -110.9624187850011,32.23982939375201,false, 52269,0
194118, -110.96320949464192,32.23982812158864,false, 129994,0
194121, -110.9633948130581,32.23982722050577,false, 173707,0
194126, -110.96357527817808,32.239827435517704,false, 72796,0
194127, -110.96375306195256,32.23982718648308,false, 122297,0
194129, -110.96393418751104,32.23982675528761,false, 98699,0
194159, -110.9643676159346,32.239818420924195,false, 90316,0
194163, -110.96461272421867,32.23981716201304,false, 86705,0
194168, -110.9196979342606,32.23945559141107,false, 108333,0
194174, -110.96525108404026,32.23978505815259,false, 103893,0
194179, -110.96548635960393,32.23981351460197,false, 173870,0
194186, -110.9659745072284,32.239809989290556,false, 161166,0
194194, -110.9662163764233,32.2398087617523,false, 30896,0
194200, -110.96637892009201,32.239811897459546,false, 100049,0
194206, -110.96654048754542,32.239805634004256,false, 73039,0
194211, -110.96669991124146,32.23980683676142,false, 67540,0
194217, -110.96686133706238,32.239807008525084,false, 203732,0
194224, -110.96702641998193,32.23980380951189,false, 77044,0
194247, -110.96742181259569,32.23980083453347,false, 62861,0
194250, -110.96754430020445,32.23979956239819,false, 126839,0
194253, -110.96763284380867,32.23980056338912,false, 20000,0
194257, -110.96775222269007,32.23979940908759,false, 79749,0
194261, -110.96791292669353,32.23979972315454,false, 107171,0
194264, -110.96807964614791,32.23980037058099,false, 95035,0
194266, -110.96824239784613,32.23979736774844,false, 28656,0
194276, -110.95766422924709,32.23978390660574,false, 103729,0
194277, -110.9578252293866,32.239783203843125,false, 113406,0
194283, -110.92333541658398,32.23943829782941,false, 84979,0
194285, -110.92356200401423,32.239435146823915,false, 80825,0
194289, -110.92379008905941,32.239435008230636,false, 116718,0
194292, -110.92402796017458,32.23943305505977,false, 65945,0
194294, -110.92424943045948,32.23943255459957,false, 91080,0
194295, -110.92444671193415,32.23943041516864,false, 108425,0
194302, -110.92553006235684,32.239221521005675,false, 54897,0
194314, -110.9260221299206,32.23945039560519,false, 127952,0
194319, -110.92638570860217,32.23944806914472,false, 73763,0
194326, -110.92796044970481,32.239415889556824,false, 86602,0
194327, -110.92776610882188,32.23941626986849,true, 275996,0
194328, -110.92757352450268,32.23941358093254,false, 108701,0
194329, -110.92738253651244,32.239414093835336,false, 118331,0
194330, -110.92718723163327,32.239412036363305,false, 143858,0
194331, -110.92699279036931,32.23941072826551,false, 82916,0
194336, -110.92836398228172,32.239416877196504,false, 87235,0
194338, -110.92858545497897,32.23941446352233,false, 20000,0
194339, -110.9287902823444,32.23941478675807,false, 20000,0
194341, -110.92900029547415,32.23941415063476,false, 115612,0
194342, -110.92920936178437,32.23941363679168,true, 279099,0
194345, -110.92942651235752,32.239413717417285,true, 315008,0
194346, -110.92984735037905,32.239413198705925,false, 121003,0
194350, -110.93007265566055,32.239411926184,false, 20000,0
194353, -110.97421909337356,32.23977050864329,false, 90670,0
194355, -110.93028289849701,32.23941044379673,false, 84721,0
194362, -110.93048858823653,32.23940909423921,true, 317187,0
194363, -110.97453477801267,32.239767999567476,false, 102939,0
194369, -110.97469940851614,32.239768230567925,false, 73565,0
194371, -110.93069918699871,32.239407975732,false, 20000,0
194376, -110.93091844139211,32.239403922068036,true, 284288,0
194383, -110.93131252614153,32.23940747797382,false, 63345,0
194393, -110.93150214209166,32.23940551139571,false, 195577,0
194405, -110.93169530744878,32.23940442921098,false, 205019,0
194411, -110.9592377086533,32.23974247173187,false, 71765,0
194414, -110.9318857145336,32.23940155565006,false, 134733,0
194422, -110.93207696168848,32.239401873402116,true, 260709,0
194430, -110.93227641687757,32.23939936302121,false, 140643,0
194435, -110.93264631512406,32.239398141764894,true, 489391,0
